,,,,
AREA_ID,AREA_NAME,PARENT_NAME,PARENT_PARENT_Name,AREA_Parent_PP_NAME
101442,Layuhan,SAN JOSE,NORTHERN SAMAR,Layuhan_SAN JOSE_NORTHERN SAMAR
101443,Mandugang,SAN JOSE,NORTHERN SAMAR,Mandugang_SAN JOSE_NORTHERN SAMAR
101444,P. Tingzon,SAN JOSE,NORTHERN SAMAR,P. Tingzon_SAN JOSE_NORTHERN SAMAR
101445,San Lorenzo,SAN JOSE,NORTHERN SAMAR,San Lorenzo_SAN JOSE_NORTHERN SAMAR
101446,Tubigdanao,SAN JOSE,NORTHERN SAMAR,Tubigdanao_SAN JOSE_NORTHERN SAMAR
101447,Barangay North (Pob.),SAN JOSE,NORTHERN SAMAR,Barangay North (Pob.)_SAN JOSE_NORTHERN SAMAR
101448,Barangay South (Pob.),SAN JOSE,NORTHERN SAMAR,Barangay South (Pob.)_SAN JOSE_NORTHERN SAMAR
101449,Barangay East (Pob.),SAN JOSE,NORTHERN SAMAR,Barangay East (Pob.)_SAN JOSE_NORTHERN SAMAR
101450,Barangay West (Pob.),SAN JOSE,NORTHERN SAMAR,Barangay West (Pob.)_SAN JOSE_NORTHERN SAMAR
101451,Buenlag,MANGALDAN,PANGASINAN,Buenlag_MANGALDAN_PANGASINAN
101452,David,MANGALDAN,PANGASINAN,David_MANGALDAN_PANGASINAN
101453,Embarcadero,MANGALDAN,PANGASINAN,Embarcadero_MANGALDAN_PANGASINAN
101454,Gueguesangen,MANGALDAN,PANGASINAN,Gueguesangen_MANGALDAN_PANGASINAN
101455,Guesang,MANGALDAN,PANGASINAN,Guesang_MANGALDAN_PANGASINAN
101456,Guiguilonen,MANGALDAN,PANGASINAN,Guiguilonen_MANGALDAN_PANGASINAN
101457,Guilig,MANGALDAN,PANGASINAN,Guilig_MANGALDAN_PANGASINAN
101458,Inlambo,MANGALDAN,PANGASINAN,Inlambo_MANGALDAN_PANGASINAN
101459,Lanas,MANGALDAN,PANGASINAN,Lanas_MANGALDAN_PANGASINAN
101460,Landas,MANGALDAN,PANGASINAN,Landas_MANGALDAN_PANGASINAN
101461,Veloso,MARABUT,SAMAR (WESTERN SAMAR),Veloso_MARABUT_SAMAR (WESTERN SAMAR)
101462,MATUGUINAO,SAMAR (WESTERN SAMAR),REGION VIII (EASTERN VISAYAS),MATUGUINAO_SAMAR (WESTERN SAMAR)_REGION VIII (EASTERN VISAYAS)
101463,Angyap,MATUGUINAO,SAMAR (WESTERN SAMAR),Angyap_MATUGUINAO_SAMAR (WESTERN SAMAR)
101464,Barruz (Barangay No. 1),MATUGUINAO,SAMAR (WESTERN SAMAR),Barruz (Barangay No. 1)_MATUGUINAO_SAMAR (WESTERN SAMAR)
101465,Camonoan,MATUGUINAO,SAMAR (WESTERN SAMAR),Camonoan_MATUGUINAO_SAMAR (WESTERN SAMAR)
101466,Carolina,MATUGUINAO,SAMAR (WESTERN SAMAR),Carolina_MATUGUINAO_SAMAR (WESTERN SAMAR)
101467,Deit,MATUGUINAO,SAMAR (WESTERN SAMAR),Deit_MATUGUINAO_SAMAR (WESTERN SAMAR)
101468,Del Rosario,MATUGUINAO,SAMAR (WESTERN SAMAR),Del Rosario_MATUGUINAO_SAMAR (WESTERN SAMAR)
101469,Libertad,MATUGUINAO,SAMAR (WESTERN SAMAR),Libertad_MATUGUINAO_SAMAR (WESTERN SAMAR)
101470,Ligaya,MATUGUINAO,SAMAR (WESTERN SAMAR),Ligaya_MATUGUINAO_SAMAR (WESTERN SAMAR)
101471,Tipor,BANI,PANGASINAN,Tipor_BANI_PANGASINAN
101472,Tugui Grande,BANI,PANGASINAN,Tugui Grande_BANI_PANGASINAN
101473,Tugui Norte,BANI,PANGASINAN,Tugui Norte_BANI_PANGASINAN
101474,Calabeng,BANI,PANGASINAN,Calabeng_BANI_PANGASINAN
101475,BASISTA,PANGASINAN,REGION I (ILOCOS REGION),BASISTA_PANGASINAN_REGION I (ILOCOS REGION)
101476,Anambongan,BASISTA,PANGASINAN,Anambongan_BASISTA_PANGASINAN
101477,Bayoyong,BASISTA,PANGASINAN,Bayoyong_BASISTA_PANGASINAN
101478,Cabeldatan,BASISTA,PANGASINAN,Cabeldatan_BASISTA_PANGASINAN
101479,Dumpay,BASISTA,PANGASINAN,Dumpay_BASISTA_PANGASINAN
101480,Malimpec East,BASISTA,PANGASINAN,Malimpec East_BASISTA_PANGASINAN
101481,SAN ROQUE,NORTHERN SAMAR,REGION VIII (EASTERN VISAYAS),SAN ROQUE_NORTHERN SAMAR_REGION VIII (EASTERN VISAYAS)
101482,Balnasan,SAN ROQUE,NORTHERN SAMAR,Balnasan_SAN ROQUE_NORTHERN SAMAR
101483,Balud,SAN ROQUE,NORTHERN SAMAR,Balud_SAN ROQUE_NORTHERN SAMAR
101484,Bantayan,SAN ROQUE,NORTHERN SAMAR,Bantayan_SAN ROQUE_NORTHERN SAMAR
101485,Coroconog,SAN ROQUE,NORTHERN SAMAR,Coroconog_SAN ROQUE_NORTHERN SAMAR
101486,Dale,SAN ROQUE,NORTHERN SAMAR,Dale_SAN ROQUE_NORTHERN SAMAR
101487,Ginagdanan,SAN ROQUE,NORTHERN SAMAR,Ginagdanan_SAN ROQUE_NORTHERN SAMAR
101488,Lao-angan,SAN ROQUE,NORTHERN SAMAR,Lao-angan_SAN ROQUE_NORTHERN SAMAR
101489,Lawaan,SAN ROQUE,NORTHERN SAMAR,Lawaan_SAN ROQUE_NORTHERN SAMAR
101490,Malobago,SAN ROQUE,NORTHERN SAMAR,Malobago_SAN ROQUE_NORTHERN SAMAR
101491,Maasin,MANGALDAN,PANGASINAN,Maasin_MANGALDAN_PANGASINAN
101492,Macayug,MANGALDAN,PANGASINAN,Macayug_MANGALDAN_PANGASINAN
101493,Malabago,MANGALDAN,PANGASINAN,Malabago_MANGALDAN_PANGASINAN
101494,Navaluan,MANGALDAN,PANGASINAN,Navaluan_MANGALDAN_PANGASINAN
101495,Nibaliw,MANGALDAN,PANGASINAN,Nibaliw_MANGALDAN_PANGASINAN
101496,Osiem,MANGALDAN,PANGASINAN,Osiem_MANGALDAN_PANGASINAN
101497,Palua,MANGALDAN,PANGASINAN,Palua_MANGALDAN_PANGASINAN
101498,Poblacion,MANGALDAN,PANGASINAN,Poblacion_MANGALDAN_PANGASINAN
101499,Pogo,MANGALDAN,PANGASINAN,Pogo_MANGALDAN_PANGASINAN
101500,Salaan,MANGALDAN,PANGASINAN,Salaan_MANGALDAN_PANGASINAN
101501,Mabuligon Pob. (Barangay No. 2),MATUGUINAO,SAMAR (WESTERN SAMAR),Mabuligon Pob. (Barangay No. 2)_MATUGUINAO_SAMAR (WESTERN SAMAR)
101502,Maduroto Pob. (Barangay No. 3),MATUGUINAO,SAMAR (WESTERN SAMAR),Maduroto Pob. (Barangay No. 3)_MATUGUINAO_SAMAR (WESTERN SAMAR)
101503,Mahanud,MATUGUINAO,SAMAR (WESTERN SAMAR),Mahanud_MATUGUINAO_SAMAR (WESTERN SAMAR)
101504,Mahayag,MATUGUINAO,SAMAR (WESTERN SAMAR),Mahayag_MATUGUINAO_SAMAR (WESTERN SAMAR)
101505,Nagpapacao,MATUGUINAO,SAMAR (WESTERN SAMAR),Nagpapacao_MATUGUINAO_SAMAR (WESTERN SAMAR)
101506,Rizal,MATUGUINAO,SAMAR (WESTERN SAMAR),Rizal_MATUGUINAO_SAMAR (WESTERN SAMAR)
101507,Salvacion,MATUGUINAO,SAMAR (WESTERN SAMAR),Salvacion_MATUGUINAO_SAMAR (WESTERN SAMAR)
101508,San Isidro,MATUGUINAO,SAMAR (WESTERN SAMAR),San Isidro_MATUGUINAO_SAMAR (WESTERN SAMAR)
101509,Santa Cruz,MATUGUINAO,SAMAR (WESTERN SAMAR),Santa Cruz_MATUGUINAO_SAMAR (WESTERN SAMAR)
101510,Bag-otan,MATUGUINAO,SAMAR (WESTERN SAMAR),Bag-otan_MATUGUINAO_SAMAR (WESTERN SAMAR)
101511,Mapolopolo,BASISTA,PANGASINAN,Mapolopolo_BASISTA_PANGASINAN
101512,Nalneran,BASISTA,PANGASINAN,Nalneran_BASISTA_PANGASINAN
101513,Navatat,BASISTA,PANGASINAN,Navatat_BASISTA_PANGASINAN
101514,Obong,BASISTA,PANGASINAN,Obong_BASISTA_PANGASINAN
101515,Osmena Sr.,BASISTA,PANGASINAN,Osmena Sr._BASISTA_PANGASINAN
101516,Palma,BASISTA,PANGASINAN,Palma_BASISTA_PANGASINAN
101517,Patacbo,BASISTA,PANGASINAN,Patacbo_BASISTA_PANGASINAN
101518,Poblacion,BASISTA,PANGASINAN,Poblacion_BASISTA_PANGASINAN
101519,BAUTISTA,PANGASINAN,REGION I (ILOCOS REGION),BAUTISTA_PANGASINAN_REGION I (ILOCOS REGION)
101520,Artacho,BAUTISTA,PANGASINAN,Artacho_BAUTISTA_PANGASINAN
101521,Pagsang-an,SAN ROQUE,NORTHERN SAMAR,Pagsang-an_SAN ROQUE_NORTHERN SAMAR
101522,Zone 1 (Pob.),SAN ROQUE,NORTHERN SAMAR,Zone 1 (Pob.)_SAN ROQUE_NORTHERN SAMAR
101523,Zone 2 (Pob.),SAN ROQUE,NORTHERN SAMAR,Zone 2 (Pob.)_SAN ROQUE_NORTHERN SAMAR
101524,Zone 3 (Pob.),SAN ROQUE,NORTHERN SAMAR,Zone 3 (Pob.)_SAN ROQUE_NORTHERN SAMAR
101525,Zone 4 (Pob.),SAN ROQUE,NORTHERN SAMAR,Zone 4 (Pob.)_SAN ROQUE_NORTHERN SAMAR
101526,Zone 5 (Pob.),SAN ROQUE,NORTHERN SAMAR,Zone 5 (Pob.)_SAN ROQUE_NORTHERN SAMAR
101527,Zone 6 (Pob.),SAN ROQUE,NORTHERN SAMAR,Zone 6 (Pob.)_SAN ROQUE_NORTHERN SAMAR
101528,SAN VICENTE,NORTHERN SAMAR,REGION VIII (EASTERN VISAYAS),SAN VICENTE_NORTHERN SAMAR_REGION VIII (EASTERN VISAYAS)
101529,Maragat,SAN VICENTE,NORTHERN SAMAR,Maragat_SAN VICENTE_NORTHERN SAMAR
101530,Mongol Bongol Pob. (Bgy.1),SAN VICENTE,NORTHERN SAMAR,Mongol Bongol Pob. (Bgy.1)_SAN VICENTE_NORTHERN SAMAR
101531,Salay,MANGALDAN,PANGASINAN,Salay_MANGALDAN_PANGASINAN
101532,Tebag,MANGALDAN,PANGASINAN,Tebag_MANGALDAN_PANGASINAN
101533,Talogtog,MANGALDAN,PANGASINAN,Talogtog_MANGALDAN_PANGASINAN
101534,MANGATAREM,PANGASINAN,REGION I (ILOCOS REGION),MANGATAREM_PANGASINAN_REGION I (ILOCOS REGION)
101535,Andangin,MANGATAREM,PANGASINAN,Andangin_MANGATAREM_PANGASINAN
101536,Arellano Street (Pob.),MANGATAREM,PANGASINAN,Arellano Street (Pob.)_MANGATAREM_PANGASINAN
101537,Bantay,MANGATAREM,PANGASINAN,Bantay_MANGATAREM_PANGASINAN
101538,Bantocaling,MANGATAREM,PANGASINAN,Bantocaling_MANGATAREM_PANGASINAN
101539,Baracbac,MANGATAREM,PANGASINAN,Baracbac_MANGATAREM_PANGASINAN
101540,Peania Pedania (Bedania),MANGATAREM,PANGASINAN,Peania Pedania (Bedania)_MANGATAREM_PANGASINAN
101541,Inubod,MATUGUINAO,SAMAR (WESTERN SAMAR),Inubod_MATUGUINAO_SAMAR (WESTERN SAMAR)
101542,San Roque (Mabuhay),MATUGUINAO,SAMAR (WESTERN SAMAR),San Roque (Mabuhay)_MATUGUINAO_SAMAR (WESTERN SAMAR)
101543,MOTIONG,SAMAR (WESTERN SAMAR),REGION VIII (EASTERN VISAYAS),MOTIONG_SAMAR (WESTERN SAMAR)_REGION VIII (EASTERN VISAYAS)
101544,Poblacion I,MOTIONG,SAMAR (WESTERN SAMAR),Poblacion I_MOTIONG_SAMAR (WESTERN SAMAR)
101545,Poblacion I-A,MOTIONG,SAMAR (WESTERN SAMAR),Poblacion I-A_MOTIONG_SAMAR (WESTERN SAMAR)
101546,Angyap,MOTIONG,SAMAR (WESTERN SAMAR),Angyap_MOTIONG_SAMAR (WESTERN SAMAR)
101547,Barayong,MOTIONG,SAMAR (WESTERN SAMAR),Barayong_MOTIONG_SAMAR (WESTERN SAMAR)
101548,Bayog,MOTIONG,SAMAR (WESTERN SAMAR),Bayog_MOTIONG_SAMAR (WESTERN SAMAR)
101549,Beri,MOTIONG,SAMAR (WESTERN SAMAR),Beri_MOTIONG_SAMAR (WESTERN SAMAR)
101550,Bonga,MOTIONG,SAMAR (WESTERN SAMAR),Bonga_MOTIONG_SAMAR (WESTERN SAMAR)
101551,Cabuaan,BAUTISTA,PANGASINAN,Cabuaan_BAUTISTA_PANGASINAN
101552,Cacandongan,BAUTISTA,PANGASINAN,Cacandongan_BAUTISTA_PANGASINAN
101553,Diaz,BAUTISTA,PANGASINAN,Diaz_BAUTISTA_PANGASINAN
101554,Nandacan,BAUTISTA,PANGASINAN,Nandacan_BAUTISTA_PANGASINAN
101555,Nibaliw Norte,BAUTISTA,PANGASINAN,Nibaliw Norte_BAUTISTA_PANGASINAN
101556,Nibaliw Sur,BAUTISTA,PANGASINAN,Nibaliw Sur_BAUTISTA_PANGASINAN
101557,Palisoc,BAUTISTA,PANGASINAN,Palisoc_BAUTISTA_PANGASINAN
101558,Poblacion East,BAUTISTA,PANGASINAN,Poblacion East_BAUTISTA_PANGASINAN
101559,Poblacion West,BAUTISTA,PANGASINAN,Poblacion West_BAUTISTA_PANGASINAN
101560,Pogo,BAUTISTA,PANGASINAN,Pogo_BAUTISTA_PANGASINAN
101561,Sangputan,SAN VICENTE,NORTHERN SAMAR,Sangputan_SAN VICENTE_NORTHERN SAMAR
101562,Sila,SAN VICENTE,NORTHERN SAMAR,Sila_SAN VICENTE_NORTHERN SAMAR
101563,Tarnate,SAN VICENTE,NORTHERN SAMAR,Tarnate_SAN VICENTE_NORTHERN SAMAR
101564,Destacado Pob. (Bgy.2),SAN VICENTE,NORTHERN SAMAR,Destacado Pob. (Bgy.2)_SAN VICENTE_NORTHERN SAMAR
101565,Punta Pob. (Bgy.3),SAN VICENTE,NORTHERN SAMAR,Punta Pob. (Bgy.3)_SAN VICENTE_NORTHERN SAMAR
101566,SILVINO LOBOS,NORTHERN SAMAR,REGION VIII (EASTERN VISAYAS),SILVINO LOBOS_NORTHERN SAMAR_REGION VIII (EASTERN VISAYAS)
101567,Balud,SILVINO LOBOS,NORTHERN SAMAR,Balud_SILVINO LOBOS_NORTHERN SAMAR
101568,Cababayogan,SILVINO LOBOS,NORTHERN SAMAR,Cababayogan_SILVINO LOBOS_NORTHERN SAMAR
101569,Cabunga-an,SILVINO LOBOS,NORTHERN SAMAR,Cabunga-an_SILVINO LOBOS_NORTHERN SAMAR
101570,Cagda-o,SILVINO LOBOS,NORTHERN SAMAR,Cagda-o_SILVINO LOBOS_NORTHERN SAMAR
101571,Bogtong Bolo,MANGATAREM,PANGASINAN,Bogtong Bolo_MANGATAREM_PANGASINAN
101572,Bogtong Bunao,MANGATAREM,PANGASINAN,Bogtong Bunao_MANGATAREM_PANGASINAN
101573,Bogtong Centro,MANGATAREM,PANGASINAN,Bogtong Centro_MANGATAREM_PANGASINAN
101574,Bogtong Niog,MANGATAREM,PANGASINAN,Bogtong Niog_MANGATAREM_PANGASINAN
101575,Bogtong Silag,MANGATAREM,PANGASINAN,Bogtong Silag_MANGATAREM_PANGASINAN
101576,Buaya,MANGATAREM,PANGASINAN,Buaya_MANGATAREM_PANGASINAN
101577,Buenlag,MANGATAREM,PANGASINAN,Buenlag_MANGATAREM_PANGASINAN
101578,Bueno,MANGATAREM,PANGASINAN,Bueno_MANGATAREM_PANGASINAN
101579,Bunagan,MANGATAREM,PANGASINAN,Bunagan_MANGATAREM_PANGASINAN
101580,Bunlalacao,MANGATAREM,PANGASINAN,Bunlalacao_MANGATAREM_PANGASINAN
101581,Calantawan,MOTIONG,SAMAR (WESTERN SAMAR),Calantawan_MOTIONG_SAMAR (WESTERN SAMAR)
101582,Calapi,MOTIONG,SAMAR (WESTERN SAMAR),Calapi_MOTIONG_SAMAR (WESTERN SAMAR)
101583,Caluyahan,MOTIONG,SAMAR (WESTERN SAMAR),Caluyahan_MOTIONG_SAMAR (WESTERN SAMAR)
101584,Canvais,MOTIONG,SAMAR (WESTERN SAMAR),Canvais_MOTIONG_SAMAR (WESTERN SAMAR)
101585,Canatuan,MOTIONG,SAMAR (WESTERN SAMAR),Canatuan_MOTIONG_SAMAR (WESTERN SAMAR)
101586,Candomacol,MOTIONG,SAMAR (WESTERN SAMAR),Candomacol_MOTIONG_SAMAR (WESTERN SAMAR)
101587,Capaysagan,MOTIONG,SAMAR (WESTERN SAMAR),Capaysagan_MOTIONG_SAMAR (WESTERN SAMAR)
101588,Caranas,MOTIONG,SAMAR (WESTERN SAMAR),Caranas_MOTIONG_SAMAR (WESTERN SAMAR)
101589,Pandan,LILOAN,SOUTHERN LEYTE,Pandan_LILOAN_SOUTHERN LEYTE
101590,Caulayanan,MOTIONG,SAMAR (WESTERN SAMAR),Caulayanan_MOTIONG_SAMAR (WESTERN SAMAR)
101591,Poponto,BAUTISTA,PANGASINAN,Poponto_BAUTISTA_PANGASINAN
101592,Primicias,BAUTISTA,PANGASINAN,Primicias_BAUTISTA_PANGASINAN
101593,Ketegan,BAUTISTA,PANGASINAN,Ketegan_BAUTISTA_PANGASINAN
101594,Sinabaan,BAUTISTA,PANGASINAN,Sinabaan_BAUTISTA_PANGASINAN
101595,Vacante,BAUTISTA,PANGASINAN,Vacante_BAUTISTA_PANGASINAN
101596,Villanueva,BAUTISTA,PANGASINAN,Villanueva_BAUTISTA_PANGASINAN
101597,Baluyot,BAUTISTA,PANGASINAN,Baluyot_BAUTISTA_PANGASINAN
101598,BAYAMBANG,PANGASINAN,REGION I (ILOCOS REGION),BAYAMBANG_PANGASINAN_REGION I (ILOCOS REGION)
101599,Alinggan,BAYAMBANG,PANGASINAN,Alinggan_BAYAMBANG_PANGASINAN
101600,Amamperez,BAYAMBANG,PANGASINAN,Amamperez_BAYAMBANG_PANGASINAN
101601,Caghilot,SILVINO LOBOS,NORTHERN SAMAR,Caghilot_SILVINO LOBOS_NORTHERN SAMAR
101602,Camanggaran,SILVINO LOBOS,NORTHERN SAMAR,Camanggaran_SILVINO LOBOS_NORTHERN SAMAR
101603,Camaya-an,SILVINO LOBOS,NORTHERN SAMAR,Camaya-an_SILVINO LOBOS_NORTHERN SAMAR
101604,Deit De Suba,SILVINO LOBOS,NORTHERN SAMAR,Deit De Suba_SILVINO LOBOS_NORTHERN SAMAR
101605,Deit De Turag,SILVINO LOBOS,NORTHERN SAMAR,Deit De Turag_SILVINO LOBOS_NORTHERN SAMAR
101606,Gebonawan,SILVINO LOBOS,NORTHERN SAMAR,Gebonawan_SILVINO LOBOS_NORTHERN SAMAR
101607,Gebolwangan,SILVINO LOBOS,NORTHERN SAMAR,Gebolwangan_SILVINO LOBOS_NORTHERN SAMAR
101608,Gecbo-an,SILVINO LOBOS,NORTHERN SAMAR,Gecbo-an_SILVINO LOBOS_NORTHERN SAMAR
101609,Giguimitan,SILVINO LOBOS,NORTHERN SAMAR,Giguimitan_SILVINO LOBOS_NORTHERN SAMAR
101610,Genagasan,SILVINO LOBOS,NORTHERN SAMAR,Genagasan_SILVINO LOBOS_NORTHERN SAMAR
101611,Burgos Street (Pob.),MANGATAREM,PANGASINAN,Burgos Street (Pob.)_MANGATAREM_PANGASINAN
101612,Cabaluyan 1st,MANGATAREM,PANGASINAN,Cabaluyan 1st_MANGATAREM_PANGASINAN
101613,Cabaluyan 2nd,MANGATAREM,PANGASINAN,Cabaluyan 2nd_MANGATAREM_PANGASINAN
101614,Cabarabuan,MANGATAREM,PANGASINAN,Cabarabuan_MANGATAREM_PANGASINAN
101615,Cabaruan,MANGATAREM,PANGASINAN,Cabaruan_MANGATAREM_PANGASINAN
101616,Cabayaoasan,MANGATAREM,PANGASINAN,Cabayaoasan_MANGATAREM_PANGASINAN
101617,Cabayugan,MANGATAREM,PANGASINAN,Cabayugan_MANGATAREM_PANGASINAN
101618,Cacaoiten,MANGATAREM,PANGASINAN,Cacaoiten_MANGATAREM_PANGASINAN
101619,Calumboyan Norte,MANGATAREM,PANGASINAN,Calumboyan Norte_MANGATAREM_PANGASINAN
101620,Calumboyan Sur,MANGATAREM,PANGASINAN,Calumboyan Sur_MANGATAREM_PANGASINAN
101621,Hinica-an,MOTIONG,SAMAR (WESTERN SAMAR),Hinica-an_MOTIONG_SAMAR (WESTERN SAMAR)
101622,Inalad,MOTIONG,SAMAR (WESTERN SAMAR),Inalad_MOTIONG_SAMAR (WESTERN SAMAR)
101623,Linonoban,MOTIONG,SAMAR (WESTERN SAMAR),Linonoban_MOTIONG_SAMAR (WESTERN SAMAR)
101624,Malobago,MOTIONG,SAMAR (WESTERN SAMAR),Malobago_MOTIONG_SAMAR (WESTERN SAMAR)
101625,Malonoy,MOTIONG,SAMAR (WESTERN SAMAR),Malonoy_MOTIONG_SAMAR (WESTERN SAMAR)
101626,Mararangsi,MOTIONG,SAMAR (WESTERN SAMAR),Mararangsi_MOTIONG_SAMAR (WESTERN SAMAR)
101627,Maypange,MOTIONG,SAMAR (WESTERN SAMAR),Maypange_MOTIONG_SAMAR (WESTERN SAMAR)
101628,New Minarog,MOTIONG,SAMAR (WESTERN SAMAR),New Minarog_MOTIONG_SAMAR (WESTERN SAMAR)
101629,Oyandic,MOTIONG,SAMAR (WESTERN SAMAR),Oyandic_MOTIONG_SAMAR (WESTERN SAMAR)
101630,Pamamasan,MOTIONG,SAMAR (WESTERN SAMAR),Pamamasan_MOTIONG_SAMAR (WESTERN SAMAR)
101631,Amancosiling Norte,BAYAMBANG,PANGASINAN,Amancosiling Norte_BAYAMBANG_PANGASINAN
101632,Labut,LIDLIDDA,ILOCOS SUR,Labut_LIDLIDDA_ILOCOS SUR
101633,Poblacion Norte,LIDLIDDA,ILOCOS SUR,Poblacion Norte_LIDLIDDA_ILOCOS SUR
101634,Poblacion Sur,LIDLIDDA,ILOCOS SUR,Poblacion Sur_LIDLIDDA_ILOCOS SUR
101635,San Vicente,LIDLIDDA,ILOCOS SUR,San Vicente_LIDLIDDA_ILOCOS SUR
101636,Suysuyan,LIDLIDDA,ILOCOS SUR,Suysuyan_LIDLIDDA_ILOCOS SUR
101637,Tay-ac,LIDLIDDA,ILOCOS SUR,Tay-ac_LIDLIDDA_ILOCOS SUR
101638,MAGSINGAL,ILOCOS SUR,REGION I (ILOCOS REGION),MAGSINGAL_ILOCOS SUR_REGION I (ILOCOS REGION)
101639,Alangan,MAGSINGAL,ILOCOS SUR,Alangan_MAGSINGAL_ILOCOS SUR
101640,Bacar,MAGSINGAL,ILOCOS SUR,Bacar_MAGSINGAL_ILOCOS SUR
101641,Geparayan De Turag,SILVINO LOBOS,NORTHERN SAMAR,Geparayan De Turag_SILVINO LOBOS_NORTHERN SAMAR
101642,Gusaran,SILVINO LOBOS,NORTHERN SAMAR,Gusaran_SILVINO LOBOS_NORTHERN SAMAR
101643,Imelda,SILVINO LOBOS,NORTHERN SAMAR,Imelda_SILVINO LOBOS_NORTHERN SAMAR
101644,Montalban,SILVINO LOBOS,NORTHERN SAMAR,Montalban_SILVINO LOBOS_NORTHERN SAMAR
101645,Suba (Pob.),SILVINO LOBOS,NORTHERN SAMAR,Suba (Pob.)_SILVINO LOBOS_NORTHERN SAMAR
101646,San Isidro,SILVINO LOBOS,NORTHERN SAMAR,San Isidro_SILVINO LOBOS_NORTHERN SAMAR
101647,Senonogan de Tubang,SILVINO LOBOS,NORTHERN SAMAR,Senonogan de Tubang_SILVINO LOBOS_NORTHERN SAMAR
101648,Tobgon,SILVINO LOBOS,NORTHERN SAMAR,Tobgon_SILVINO LOBOS_NORTHERN SAMAR
101649,Victory,SILVINO LOBOS,NORTHERN SAMAR,Victory_SILVINO LOBOS_NORTHERN SAMAR
101650,Poblacion I,SILVINO LOBOS,NORTHERN SAMAR,Poblacion I_SILVINO LOBOS_NORTHERN SAMAR
101651,Calvo (Pob.),MANGATAREM,PANGASINAN,Calvo (Pob.)_MANGATAREM_PANGASINAN
101652,Casilagan,MANGATAREM,PANGASINAN,Casilagan_MANGATAREM_PANGASINAN
101653,Catarataraan,MANGATAREM,PANGASINAN,Catarataraan_MANGATAREM_PANGASINAN
101654,Caturay Norte,MANGATAREM,PANGASINAN,Caturay Norte_MANGATAREM_PANGASINAN
101655,Caturay Sur,MANGATAREM,PANGASINAN,Caturay Sur_MANGATAREM_PANGASINAN
101656,Caviernesan,MANGATAREM,PANGASINAN,Caviernesan_MANGATAREM_PANGASINAN
101657,Dorongan Ketaket,MANGATAREM,PANGASINAN,Dorongan Ketaket_MANGATAREM_PANGASINAN
101658,Dorongan Linmansangan,MANGATAREM,PANGASINAN,Dorongan Linmansangan_MANGATAREM_PANGASINAN
101659,Dorongan Punta,MANGATAREM,PANGASINAN,Dorongan Punta_MANGATAREM_PANGASINAN
101660,Dorongan Sawat,MANGATAREM,PANGASINAN,Dorongan Sawat_MANGATAREM_PANGASINAN
101661,San Andres,MOTIONG,SAMAR (WESTERN SAMAR),San Andres_MOTIONG_SAMAR (WESTERN SAMAR)
101662,Santo Niño,MOTIONG,SAMAR (WESTERN SAMAR),Santo Niño_MOTIONG_SAMAR (WESTERN SAMAR)
101663,Sarao,MOTIONG,SAMAR (WESTERN SAMAR),Sarao_MOTIONG_SAMAR (WESTERN SAMAR)
101664,Pusongan,MOTIONG,SAMAR (WESTERN SAMAR),Pusongan_MOTIONG_SAMAR (WESTERN SAMAR)
101665,PINABACDAO,SAMAR (WESTERN SAMAR),REGION VIII (EASTERN VISAYAS),PINABACDAO_SAMAR (WESTERN SAMAR)_REGION VIII (EASTERN VISAYAS)
101666,Bangon,PINABACDAO,SAMAR (WESTERN SAMAR),Bangon_PINABACDAO_SAMAR (WESTERN SAMAR)
101667,Barangay I (Pob.),PINABACDAO,SAMAR (WESTERN SAMAR),Barangay I (Pob.)_PINABACDAO_SAMAR (WESTERN SAMAR)
101668,Barangay II (Pob.),PINABACDAO,SAMAR (WESTERN SAMAR),Barangay II (Pob.)_PINABACDAO_SAMAR (WESTERN SAMAR)
101669,Botoc,PINABACDAO,SAMAR (WESTERN SAMAR),Botoc_PINABACDAO_SAMAR (WESTERN SAMAR)
101670,Bugho,PINABACDAO,SAMAR (WESTERN SAMAR),Bugho_PINABACDAO_SAMAR (WESTERN SAMAR)
101671,Calampong,PINABACDAO,SAMAR (WESTERN SAMAR),Calampong_PINABACDAO_SAMAR (WESTERN SAMAR)
101672,Canlobo,PINABACDAO,SAMAR (WESTERN SAMAR),Canlobo_PINABACDAO_SAMAR (WESTERN SAMAR)
101673,Catigawan,PINABACDAO,SAMAR (WESTERN SAMAR),Catigawan_PINABACDAO_SAMAR (WESTERN SAMAR)
101674,Dolores,PINABACDAO,SAMAR (WESTERN SAMAR),Dolores_PINABACDAO_SAMAR (WESTERN SAMAR)
101675,Lale,PINABACDAO,SAMAR (WESTERN SAMAR),Lale_PINABACDAO_SAMAR (WESTERN SAMAR)
101676,Lawaan,PINABACDAO,SAMAR (WESTERN SAMAR),Lawaan_PINABACDAO_SAMAR (WESTERN SAMAR)
101677,Laygayon,PINABACDAO,SAMAR (WESTERN SAMAR),Laygayon_PINABACDAO_SAMAR (WESTERN SAMAR)
101678,Layo,PINABACDAO,SAMAR (WESTERN SAMAR),Layo_PINABACDAO_SAMAR (WESTERN SAMAR)
101679,Loctob,PINABACDAO,SAMAR (WESTERN SAMAR),Loctob_PINABACDAO_SAMAR (WESTERN SAMAR)
